# character	reading	attested
蜂	fēng	fēng
蜃	shèn	shèn
蜄	shèn	shèn|zhèn
蜅	fǔ	fǔ|pú
蜆	xiàn	xiàn|xiǎn
蜇	zhē	zhé|zhē
蜈	wú	wú
蜉	fú	fú
蜊	lí	lí
蜋	láng	liáng|láng
蜌	bì	bì
蜍	chú	chú|yú
蜎	yuān	xuān|yuān
蜏	yǒu	yǒu
蜐	jié	jié
蜑	dàn	dàn
蜒	yán	dàn|yàn|yán
蜓	tíng	diàn|tíng
蜔	diàn	diàn
蜕	tuì	tuì|yuè
蜖	huí	huí
蜗	wō	wō
蜘	zhī	zhī
蜙	sōng	sōng
蜚	fēi	bèi|fēi|fěi|pèi
蜛	jū	jū
蜜	mì	mì
蜝	qí	qí
蜞	qí	qí
蜟	yù	yù
蜠	jùn	jùn
蜡	là	jí|là|qù|zhà
蜢	měng	mèng|měng
蜣	qiāng	qiāng
蜤	sī	sī|xī
蜥	xī	xī
蜦	lún	lún|lǔn
蜧	lì	lì
蜨	dié	dié
蜩	tiáo	diào|tiáo
蜪	táo	táo
蜫	kūn	kūn
蜬	hán	hán
蜭	hàn	hàn
蜮	yù	guō|yù
蜯	bàng	bàng
蜰	féi	fèi|féi
蜱	pí	miáo|pí
蜲	wēi	wēi|wěi
蜳	dūn	dūn|tūn
蜴	yì	xí|yì
蜵	yuān	yuān|yūn
蜶	suò	suò
蜷	quán	juǎn|quán
蜸	qiǎn	qiǎn
蜹	ruì	ruì|wèi
蜺	ní	ní
蜻	qīng	jīng|qīng
蜼	wèi	tóng|wèi|wěi
蜽	liǎng	liǎng
蜾	guǒ	guǒ|luǒ
蜿	wān	wān|wǎn
蝀	dōng	dōng
蝁	è	è
蝂	bǎn	bǎn
蝃	dì	dì|zhuō
蝄	wǎng	wǎng
蝅	cán	cán
蝆	yǎng	yǎng
蝇	yíng	ying|yíng
蝈	guō	guō
蝉	chán	chán
蝊	dìng	dìng
蝋	là	là
蝌	kē	kē
蝍	jié	jié|jí
蝎	xiē	hé|xiē
蝏	tíng	tíng
蝐	mào	mào
蝑	xū	xiè|xū
蝒	mián	mián
蝓	yú	yú
蝔	jiē	jiē
蝕	shí	lì|lóng|shí
蝖	xuān	xuān
蝗	huáng	huáng
蝘	yǎn	yǎn
蝙	biān	biān|pián
蝚	róu	náo|róu
蝛	wēi	wēi
蝜	fù	fù
蝝	yuán	yuán|yuān
蝞	mèi	mèi
蝟	wèi	wei|wèi
蝠	fú	fú
蝡	rú	ruǎn|rú
蝢	xié	xié
蝣	yóu	yóu
蝤	qiú	jiū|qiú|yóu
蝥	máo	máo|wù|wú
蝦	xiā	há|jiǎ|xiā
蝧	yīng	yīng
蝨	shī	shī
蝩	chóng	chóng|zhōng
蝪	tāng	tāng
蝫	zhū	zhū
蝬	zōng	zōng
蝭	tí	chí|tí
蝮	fù	fù
蝯	yuán	yuán
蝰	kuí	kuí
蝱	méng	méng
蝲	là	là
蝳	dú	dài|dú
蝴	hú	hú
蝵	qiū	qiū
蝶	dié	dié|tiē
蝷	lì	lì|xí
蝸	wō	guǒ|luó|wō
蝹	yūn	yūn|ǎo
蝺	qǔ	qǔ|yǔ
蝻	nǎn	nǎn
蝼	lóu	lóu
蝽	chūn	chūn
蝾	róng	róng
蝿	yíng	yíng
螀	jiāng	jiāng
螁	ban	ban
螂	láng	láng
螃	páng	bǎng|páng
螄	sī	sī
螅	xī	cì|xī
螆	cì	cì
螇	xī	qī|xī
螈	yuán	yuán
螉	wēng	wēng
螊	lián	lián
螋	sōu	sōu
螌	bān	bān|huàn|pán
融	róng	róng
螎	róng	róng
螏	jí	jí
螐	wū	wū
螑	xiù	xiù
螒	hàn	hàn
螓	qín	qín
螔	yí	sī|yí
螕	bī	bī|pī
螖	huá	huá
螗	táng	táng
螘	yǐ	yǐ
螙	dù	dù
螚	nài	nài|nái|něng
螛	hé	hé|xiá
螜	hú	hú
螝	guī	guī|huǐ
螞	mǎ	mà|mā|mǎ
螟	míng	míng
螠	yì	yì
螡	wén	wén
螢	yíng	yíng
螣	téng	tè|téng
螤	zhōng	zhōng
螥	cāng	cāng
螦	sāo	sāo
螧	qí	qí
螨	mǎn	mǎn
螩	tiao	tiao
螪	shāng	shāng
螫	shì	shì
螬	cáo	cáo
螭	chī	chī
螮	dì	dài|dì
螯	áo	áo
螰	lù	lù
螱	wèi	wèi
螲	zhì	dié|zhì
螳	táng	táng
螴	chén	chén
螵	piāo	piāo
螶	qú	jù|qú
螷	pí	pí
螸	yú	yú
螹	jiàn	chán|jiàn
螺	luó	luó
螻	lóu	lóu
螼	qǐn	qǐn
螽	zhōng	zhōng
螾	yǐn	yín|yǐn
螿	jiāng	jiāng
蟀	shuài	shuài
蟁	wén	wén
蟂	xiāo	xiāo
蟃	wàn	wàn
蟄	zhé	zhé
蟅	zhè	zhè
蟆	má	ma|má|mò
蟇	má	má
蟈	guō	guō|yù
蟉	liú	liào|liú
蟊	máo	máo|méng
蟋	xī	xī
蟌	cōng	cōng
蟍	lí	lí
蟎	mǎn	mǎn
蟏	xiāo	xiāo
蟐	chang	chang
蟑	zhāng	zhāng
蟒	mǎng	měng|mǎng
蟓	xiàng	xiàng
蟔	mò	mò
蟕	zuī	zuī
蟖	sī	sī
蟗	qiū	qiū
蟘	tè	tè
蟙	zhí	zhí
蟚	péng	péng
蟛	péng	péng
蟜	jiǎo	jiǎo|qiáo
蟝	qú	qú
蟞	biē	bié|biē
蟟	liáo	liáo
蟠	pán	fán|pán
蟡	guǐ	guǐ
蟢	xǐ	xǐ
蟣	jǐ	jǐ|qí
蟤	zhuān	zhuān
蟥	huáng	huáng
蟦	féi	bēn|féi
蟧	láo	liáo|láo
蟨	jué	jué
蟩	jué	jué
蟪	huì	huì
蟫	yín	xún|yín
蟬	chán	chán|shàn|tí
蟭	jiāo	jiāo
蟮	shàn	shàn
蟯	náo	náo|rào
蟰	xiāo	xiāo
蟱	wú	móu|wú
蟲	chóng	chóng|tóng|zhòng
蟳	xún	xún
蟴	sī	sī
蟵	chú	chú
蟶	chēng	chēng
蟷	dāng	dāng
蟸	lǐ	lǐ
蟹	xiè	xiè
蟺	shàn	chán|dàn|shàn|tuó
蟻	yǐ	jǐ|yǐ
蟼	jǐng	jǐng
蟽	dá	dá
蟾	chán	chán
蟿	qì	jì|qì
蠀	cī	cī|jí
蠁	xiǎng	xiǎng
蠂	shè	shè
蠃	luǒ	guǒ|luó|luǒ
蠄	qín	qín
蠅	yíng	ying|yíng
蠆	chài	chài
蠇	lì	lì
蠈	zéi	zéi
蠉	xuān	xuān
蠊	lián	lián
蠋	zhú	zhú
蠌	zé	zé
蠍	xiē	xiē
蠎	mǎng	mǎng
蠏	xiè	xiè
蠐	qí	qí
蠑	róng	róng
蠒	jiǎn	jiǎn
蠓	měng	měng
蠔	háo	háo
蠕	rú	rú
蠖	huò	huò|yuè
蠗	zhuó	zhuó
蠘	jié	jié
蠙	pín	pín
蠚	hē	hē
蠛	miè	miè
蠜	fán	fán
蠝	lěi	lěi
蠞	jié	jié
蠟	là	là
蠠	mǐn	mián|mǐn
蠡	lí	luó|luǒ|lì|lí|lǐ
蠢	chǔn	chǔn
蠣	lì	lì
蠤	qiū	qiū
蠥	niè	niè
蠦	lú	lú
蠧	dù	dù
蠨	xiāo	xiāo
蠩	zhū	chú|zhū
蠪	lóng	lóng
蠫	lí	lí
蠬	lóng	lóng
蠭	fēng	fēng|páng
蠮	yē	yē
蠯	pí	pí
蠰	náng	náng|rǎng|shàng
蠱	gǔ	gǔ|yě
蠲	juān	juān
蠳	yīng	yīng
蠴	shǔ	shǔ
蠵	xī	xī
蠶	cán	cán
蠷	qú	qú
蠸	quán	huàn|quán
蠹	dù	dù
蠺	cán	cán
蠻	mán	mán
蠼	qú	jué|qú
蠽	jié	jié
蠾	zhú	shú|zhú
蠿	zhuō	zhuō
血	xuè	xiě|xuè
衁	huāng	huāng
衂	nǜ	nǜ
衃	pēi	fǒu|pēi
衄	nǜ	nǜ
衅	xìn	xìn
衆	zhòng	zhòng|zhōng
衇	mài	mài
衈	èr	èr
衉	kā	kā
衊	miè	miè
衋	xì	xì
行	xíng	hàng|háng|héng|xìng|xíng
衍	yǎn	yán|yǎn
衎	kàn	kàn|kǎn
衏	yuàn	yuàn
衐	qú	qú
衑	líng	líng
衒	xuàn	xuàn
術	shù	shù
衔	xián	xián
衕	tòng	dòng|tòng|tóng
衖	xiàng	lòng|xiàng
街	jiē	jiē
衘	xián	xián|yù
衙	yá	yá|yù|yú
衚	hú	hú
衛	wèi	wèi
衜	dào	dào
衝	chōng	chòng|chōng|chǒng
衞	wèi	wèi
衟	dào	dào
衠	zhūn	zhūn
衡	héng	héng
衢	qú	qú
衣	yī	yì|yī
衤	yī	yī
补	bǔ	bǔ
衦	gǎn	gǎn
衧	yú	yú
表	biǎo	biǎo
衩	chǎ	chà|chǎ
衪	yí	yí
衫	shān	shān
衬	chèn	chèn
衭	fū	fū
衮	gǔn	gǔn
衯	fēn	fēn|pén
衰	shuāi	cuī|shuāi|suō
衱	jié	jié
衲	nà	nà
衳	zhōng	zhōng
衴	dǎn	dǎn
衵	yì	yì
衶	zhòng	zhòng
衷	zhōng	zhòng|zhōng
衸	jiè	jiè
衹	zhǐ	qí|tǐ|zhī|zhǐ
衺	xié	xié
衻	rán	rán
衼	zhī	zhī
衽	rèn	rèn
衾	qīn	qīn
衿	jīn	jīn|qìn
袀	jūn	jūn
袁	yuán	yuán
袂	mèi	mèi|yì
袃	chài	chài
袄	ǎo	ǎo
袅	niǎo	niǎo
袆	huī	huī
袇	rán	rán
袈	jiā	jiā
袉	tuó	tuó|tuǒ
袊	lǐng	líng|lǐng
袋	dài	dai|dài
袌	bào	bào|pào|páo
袍	páo	bào|páo
袎	yào	yào
袏	zuò	zuò
袐	bì	bì
袑	shào	shào
袒	tǎn	tǎn|zhàn
袓	jù	jiě|jù
袔	hè	hè|kuǎ|kè
袕	xué	xué
袖	xiù	xiù
袗	zhěn	zhěn
袘	yí	tuó|yì|yí
袙	pà	pà
袚	bō	bō|fú
袛	dī	dī
袜	wà	mò|wà
袝	fù	fù
袞	gǔn	gǔn
袟	zhì	zhì
袠	zhì	zhì
袡	rán	rán
袢	pàn	fán|pàn
袣	yì	yì
袤	mào	mào|móu
袥	tuō	tuō
袦	nà	jué|nà
袧	gōu	gòu|gōu
袨	xuàn	xuàn
袩	zhé	chān|zhé
袪	qū	qū
被	bèi	bèi|bì|pì|pī
袬	yù	yù
袭	xí	xí
袮	mí	mí
袯	bó	bó
袰	bō	bō
袱	fú	fu|fú
袲	chǐ	chǐ|nuǒ
袳	chǐ	chǐ|duǒ|nuǒ|qǐ
袴	kù	kù
袵	rèn	rèn
袶	jiàng	jiàng
袷	qiā	jiá|jié|jiā|qiā
袸	jiàn	jiàn|zùn
袹	bó	bó|mò
袺	jié	jié
袻	ér	ér
袼	gē	gē|luò
袽	rú	rú
袾	zhū	zhū
袿	guī	guà|guī
裀	yīn	yīn
裁	cái	cái
裂	liè	liè|liě
裃	kǎ	kǎ
裄	xing	xing
装	zhuāng	zhuāng
裆	dāng	dāng
裇	xū	xū
裈	kūn	kūn
裉	kèn	kèn
裊	niǎo	niǎo
裋	shù	shù
裌	jiá	jiá|jiā|xié
裍	kǔn	kǔn
裎	chéng	chéng|chěng
裏	lǐ	li|lǐ
裐	juān	juān
裑	shēn	shēn
裒	póu	bāo|póu
裓	gé	gé|jiē
裔	yì	yì
裕	yù	yù
裖	zhěn	zhěn
裗	liú	liú
裘	qiú	qiú
裙	qún	qún
裚	jì	jì
裛	yì	yì
補	bǔ	bǔ
裝	zhuāng	zhuāng
裞	shuì	shuì
裟	shā	shā
裠	qún	qún
裡	lǐ	li|lǐ
裢	lián	lián|shāo
裣	liǎn	liǎn
裤	kù	kù
裥	jiǎn	jiǎn
裦	fóu	fóu
裧	chān	chàn|chān|tǎn
裨	bì	bì|pí
裩	kūn	kūn
裪	táo	táo
裫	yuàn	yuàn
裬	líng	líng
裭	chǐ	chǐ
裮	chāng	chāng
裯	chóu	chóu|dāo
裰	duō	duō
裱	biǎo	biǎo
裲	liǎng	liǎng
裳	shang	cháng|shang
裴	péi	féi|péi
裵	péi	péi
裶	fēi	fēi
裷	yuān	gǔn|yuān
裸	luǒ	luǒ
裹	guǒ	guǒ
裺	yǎn	yàn|yǎn|ān
裻	dú	dú
裼	tì	tì|xī
製	zhì	zhì
裾	jū	jù|jū
裿	yǐ	qǐ|yǐ
褀	qí	qí
褁	guǒ	guǒ
褂	guà	guà
褃	kèn	kèn
褄	qī	qī
褅	tì	tì
褆	tí	shì|tí
複	fù	fù|fú
褈	chóng	chóng|chōng|zhòng
褉	xiè	xiè
褊	biǎn	biǎn|pián
褋	dié	dié
褌	kūn	kūn
褍	duān	duān|tuān
褎	xiù	xiù|yòu
褏	xiù	xiù
褐	hè	hè
褑	yuàn	yuàn|yuán
褒	bāo	bāo
褓	bǎo	bǎo
褔	fù	fù
褕	yú	tóu|yú
褖	tuàn	tuàn
褗	yǎn	yǎn
褘	huī	huī|yī
褙	bèi	bèi
褚	chǔ	chǔ|zhě|zhǔ
褛	lǚ	lǚ
褜	páo	páo
褝	dān	dān
褞	yǔn	wēn|yǔn
褟	tā	tā
褠	gōu	gōu
褡	dā	dā
褢	huái	huái
褣	róng	róng
褤	yuàn	yuàn
褥	rù	nù|rù
褦	nài	nài
褧	jiǒng	jiǒng
褨	suǒ	chá|suǒ
褩	bān	bān|pán
褪	tuì	tuì|tùn
褫	chǐ	chǐ
褬	sǎng	sǎng
褭	niǎo	niǎo
褮	yīng	yìng|yīng
褯	jiè	jiè
褰	qiān	qiān
褱	huái	huái
褲	kù	kù
褳	lián	lián
褴	lán	lán
褵	lí	lí
褶	zhě	dié|xí|zhě
褷	shī	shī
褸	lǚ	lǚ
褹	yì	niè|yì
褺	diē	diē
褻	xiè	xiè
褼	xiān	xiān
褽	wèi	wèi
褾	biǎo	biǎo
褿	cáo	cáo
襀	jī	jì|jī
襁	qiǎng	qiǎng
襂	sēn	shān|sēn
襃	bāo	bāo|póu
襄	xiāng	xiāng
襅	bì	bì
襆	fú	fú|pú
襇	jiǎn	jiǎn
襈	zhuàn	juàn|zhuàn
襉	jiǎn	jiǎn
襊	cuì	cuì|cuō
襋	jí	jí
襌	dān	dān
襍	zá	zá
襎	fán	bò|fán
襏	bó	bó|fèi
襐	xiàng	xiàng
襑	xín	xín
襒	bié	bié
襓	ráo	ráo
襔	mǎn	mǎn
襕	lán	lán
襖	ǎo	ǎo
襗	zé	duó|yì|zé
襘	guì	guì|huì
襙	cào	cào
襚	suì	suì
襛	nóng	nóng
襜	chān	chàn|chān|dān
襝	liǎn	chān|liǎn
襞	bì	bì
襟	jīn	jīn
襠	dāng	dāng
襡	shǔ	dú|shǔ
襢	tǎn	chán|tǎn|zhàn|zhān
襣	bì	bì
襤	lán	lán
襥	fú	fú
襦	rú	rú
襧	zhǐ	zhǐ
襨	duì	duì
襩	shǔ	shǔ
襪	wà	wà
襫	shì	shì
襬	bǎi	bēi|bǎi
襭	xié	xié
襮	bó	bó
襯	chèn	chèn
襰	lài	lài
襱	lóng	lòng|lóng
襲	xí	xí
襳	xiān	shān|xiān
襴	lán	lán
襵	zhě	zhé|zhě
襶	dài	dài
襷	jǔ	jǔ
襸	zàn	cuán|zàn
襹	shī	shī
襺	jiǎn	jiǎn
襻	pàn	pàn
襼	yì	yì
襽	lán	lán
襾	yà	yà
西	xī	xi|xī
覀	xī	xī
要	yào	yào|yāo|yǎo
覂	fěng	bǎn|fěng
覃	tán	qín|tán|yǎn
覄	fù	fù
覅	fiào	fiào
覆	fù	fù
覇	bà	bà
覈	hé	hé
覉	jī	jī
覊	jī	jī
見	jiàn	jian|jiàn|xiàn
覌	guān	guān
覍	biàn	biàn
覎	yàn	yàn
規	guī	guì|guī|xù
覐	jué	jué
覑	piǎn	piǎn
覒	mào	mào
覓	mì	mì
覔	mì	mì
覕	miè	miè|piē
視	shì	shi|shì
覗	sì	sì
覘	chān	chān|dān|jī
覙	luó	luó
覚	jué	jué
覛	mì	mì
覜	tiào	tiào
覝	lián	lián
覞	yào	yào
覟	zhì	zhì
覠	jūn	jūn
覡	xí	xí
覢	shǎn	shǎn
覣	wēi	wēi
覤	xì	xì
覥	tiǎn	tiǎn
覦	yú	yú
覧	lǎn	lǎn
覨	è	è
覩	dǔ	dǔ
親	qīn	qin|qìng|qīn
覫	pǎng	pǎng
覬	jì	jì
覭	míng	míng
覮	yíng	yíng
覯	gòu	gòu
覰	qū	qù|qū
覱	zhàn	zhàn|zhān
覲	jìn	jìn
観	guān	guān
覴	dēng	dēng
覵	jiàn	biǎn|jiàn
覶	luó	luó|luǎn
覷	qù	qù
覸	jiān	jiān
覹	wéi	wéi
覺	jué	jiào|jué
覻	qū	qù|qū
覼	luó	luó
覽	lǎn	làn|lǎn
覾	shěn	shěn
覿	dí	dí|jí
觀	guān	guàn|guān
见	jiàn	jian|jiàn|xiàn
观	guān	guàn|guān
觃	yàn	yàn
规	guī	guī
觅	mì	mì
视	shì	shi|shì
觇	chān	chān
览	lǎn	lǎn
觉	jué	jiào|jué
觊	jì	jì
觋	xí	xí
觌	dí	dí
觍	tiǎn	tiǎn
觎	yú	yú
觏	gòu	gòu
觐	jìn	jìn
觑	qù	qù|qū
角	jiǎo	gǔ|jiǎo|jué|lù
觓	qiú	qiú
觔	jīn	jīn
觕	cū	chéng|chù|cū
觖	jué	guì|jué|kuì
觗	zhì	zhì
觘	chào	chào
觙	jí	jí
觚	gū	gū
觛	dàn	dàn
觜	zī	zuǐ|zī
觝	dǐ	dǐ|zhǐ
觞	shāng	shāng
觟	huà	huà|xiè
觠	quán	quán
觡	gé	gé
觢	shì	shì
解	jiě	jiè|jiě|xiè
觤	guǐ	guǐ
觥	gōng	gōng
触	chù	chù
觧	jiě	jiè|jiě
觨	hùn	hùn
觩	qiú	qiú
觪	xīng	xīng
觫	sù	sù
觬	ní	ní
觭	jī	jī|qí|qǐ
觮	lù	lù
觯	zhì	zhì
觰	zhā	dǎ|zhā|zhǎ
觱	bì	bì
觲	xīng	xīng
觳	hú	hú|jué|què
觴	shāng	shāng
觵	gōng	gōng
觶	zhì	zhì
觷	xué	hù|xué
觸	chù	chù
觹	xī	xī
觺	yí	yí
觻	lì	lì|lù
觼	jué	jué
觽	xī	xī
觾	yàn	yàn
觿	xī	wéi|xī
言	yán	yàn|yán|yín
訁	yán	yán
訂	dìng	dìng
訃	fù	fù
訄	qiú	kāo|qiú
訅	qiú	qiú
訆	jiào	jiào
訇	hōng	hēng|hōng|jùn
計	jì	ji|jì
訉	fàn	fàn
訊	xùn	xùn
訋	diào	diào
訌	hòng	hòng
訍	chài	chà|chài|chā
討	tǎo	tǎo
訏	xū	xū|xǔ
訐	jié	jié|jì
訑	yí	dàn|shī|tuó|tuǒ|yí
訒	rèn	rèn
訓	xùn	xun|xùn
訔	yín	yín
訕	shàn	shàn
訖	qì	qì
託	tuō	tuō
記	jì	ji|jì
訙	xùn	xùn
訚	yín	yín
訛	é	é
訜	fēn	bīn|fēn
訝	yà	yà
訞	yāo	yāo
訟	sòng	sòng
訠	shěn	shěn
訡	yín	yín
訢	xīn	xī|xīn|yín
訣	jué	jué
訤	xiáo	ná|xiáo
訥	nè	nè
訦	chén	chén
訧	yóu	yóu
訨	zhǐ	zhǐ
訩	xiōng	xiōng
訪	fǎng	fǎng
訫	xìn	xìn
訬	chāo	chāo|chǎo|miǎo
設	shè	shè
訮	yán	yán
訯	sǎ	sà|sǎ
訰	zhùn	zhùn|zhūn
許	xǔ	hǔ|xǔ
訲	yì	yì
訳	yì	yì
訴	sù	su|sù
訵	chī	chì|chī
訶	hē	hē
訷	shēn	shēn
訸	hé	hé
訹	xù	xù
診	zhěn	zhěn
註	zhù	zhù
証	zhèng	zhèng
訽	gòu	gòu
訾	zǐ	zī|zǐ
訿	zǐ	zǐ
詀	zhān	chè|diān|tiē|zhàn|zhān
詁	gǔ	gǔ
詂	fù	fù
詃	jiǎn	jiǎn
詄	dié	dié
詅	líng	líng
詆	dǐ	dǐ|tì
詇	yàng	yàng
詈	lì	lì
詉	náo	ná|náo|nù
詊	pàn	pàn
詋	zhòu	zhòu
詌	gàn	gàn
詍	yì	yì
詎	jù	jù
詏	yào	yào
詐	zhà	zhà
詑	yí	duò|tuó|xī|yí|yī
詒	yí	dài|tái|yí
詓	qǔ	qǔ
詔	zhào	zhào|zhāo
評	píng	píng
詖	bì	bì
詗	xiòng	xiòng
詘	qū	chù|qū
詙	bá	bá|bó
詚	dá	dá
詛	zǔ	zǔ
詜	tāo	tāo
詝	zhǔ	zhǔ
詞	cí	cí
詟	zhé	zhé
詠	yǒng	yǒng
詡	xǔ	xǔ
詢	xún	xún
詣	yì	yì
詤	huǎng	huǎng
詥	hé	gé|hé
試	shì	shì
詧	chá	chá|qiè
詨	xiào	xiào
詩	shī	shī
詪	hěn	hěn
詫	chà	chà|dù
詬	gòu	gòu|hòu
詭	guǐ	guǐ
詮	quán	quán
詯	huì	huì
詰	jié	jié
話	huà	hua|huà
該	gāi	gāi
詳	xiáng	xiáng|yáng
詴	wēi	wēi
詵	shēn	shēn
詶	zhòu	chóu|zhòu
詷	tóng	dòng|tóng
詸	mí	mí
詹	zhān	dàn|zhān
詺	mìng	mìng
詻	è	luò|lüè|è
詼	huī	huī
詽	yán	yán
詾	xiōng	xiōng
詿	guà	guà
誀	èr	chǐ|èr
誁	bìng	bìng
誂	tiǎo	diào|tiǎo
誃	yí	chì|chǐ|duò|yí
誄	lěi	lěi
誅	zhū	zhū
誆	kuāng	kuāng
誇	kuā	kuā|qù
誈	wū	wū
誉	yù	yù
誊	téng	téng
誋	jì	jì
誌	zhì	zhì
認	rèn	rèn
誎	cù	cù
誏	lǎng	làng|lǎng
誐	é	é|ě
誑	kuáng	kuáng
誒	éi	xī|yì|èi|éi|ê̄|ê̌|ēi|ěi|ế|ề
誓	shì	shì
誔	tǐng	tǐng
誕	dàn	dàn
誖	bèi	bèi
誗	chán	chán
誘	yòu	yòu
誙	kēng	kēng
誚	qiào	qiào
誛	qīn	qīn
誜	shuà	shuà
誝	ān	ān
語	yǔ	yù|yǔ
誟	xiào	xiào
誠	chéng	chéng
誡	jiè	jiè
誢	xiàn	xiàn
誣	wū	wū
誤	wù	wu|wù
誥	gào	gào
誦	sòng	sòng
誧	bū	bū
誨	huì	huì
誩	jìng	jìng
說	shuō	shuō
誫	zhèn	zhèn
説	shuō	shuì|shuō|tuō|yuè
読	dú	dú
誮	huā	huā
誯	chàng	chàng
誰	shuí	shuí|shéi
誱	jié	jié
課	kè	kè
誳	qū	juè|qū
誴	cóng	cóng
誵	xiáo	xiáo
誶	suì	suì
誷	wǎng	wǎng
誸	xián	xián
誹	fěi	fěi
誺	chī	chī|lài
誻	tà	tà
誼	yì	yì
誽	nì	ná|nì
誾	yín	yín
調	diào	diào|tiáo|zhōu
諀	pǐ	bēi|pǐ
諁	zhuó	zhuó
諂	chǎn	chǎn
諃	chēn	chēn
諄	zhūn	zhūn
諅	jì	jì|jī
諆	qī	qī
談	tán	tán
諈	zhuì	zhuì
諉	wěi	wěi
諊	jū	jū
請	qǐng	qìng|qíng|qǐng
諌	dǒng	dǒng
諍	zhèng	zhèng|zhēng
諎	zé	cuò|jiè|zhǎ|zuò|zé
諏	zōu	zhōu|zōu
諐	qiān	qiān
諑	zhuó	zhuó
諒	liàng	liàng|liáng
諓	jiàn	jiàn
諔	chù	chù|jí
諕	háo	huò|háo|xià
論	lùn	lùn|lún
諗	shěn	niè|shěn
諘	biǎo	biǎo
諙	huà	huà
諚	pián	pián
諛	yú	yú
諜	dié	dié|xiè
諝	xū	xū
諞	piǎn	pián|piǎn
諟	shì	dì|shì
諠	xuān	xuān
諡	shì	shì
諢	hùn	hùn
諣	huà	guā|huà
諤	è	è
諥	zhòng	zhòng
諦	dì	dì|tí
諧	xié	xié
諨	fú	fú
諩	pǔ	pǔ
諪	tíng	tíng
諫	jiàn	jiàn|làn
諬	qǐ	qǐ
諭	yù	tǒu|yù
諮	zī	zī
諯	zhuān	zhuān
諰	xǐ	shāi|xǐ|āi
諱	huì	huì
諲	yīn	yīn
諳	ān	tǒu|ān
諴	xián	gān|xián
諵	nán	nàn|nán
諶	chén	chén
諷	fěng	fèng|fěng
諸	zhū	chú|zhū
諹	yáng	yáng
諺	yàn	yàn
諻	huáng	huáng
諼	xuān	xuān
諽	gé	gé
諾	nuò	nuò
諿	qī	qī|xǔ
謀	móu	mou|móu
謁	yè	yè|ǎi
謂	wèi	wèi
謃	xīng	xīng
謄	téng	téng
謅	zhōu	chōu|chǎo|zhōu
謆	shàn	shàn
謇	jiǎn	jiǎn
謈	pó	páo|pó
謉	kuì	duǐ|guǐ|kuì|tuí
謊	huǎng	huǎng
謋	huò	huò
謌	gē	gē
謍	yíng	hōng|yíng|yīng
謎	mí	mí
謏	xiǎo	sòu|sǒu|xiǎo
謐	mì	mì
謑	xǐ	xià|xí|xǐ
謒	qiāng	qiāng
謓	chēn	chēn|zhèn
謔	xuè	xuè
謕	tí	sī|tí
謖	sù	sù
謗	bàng	bàng
謘	chí	chí
謙	qiān	qiān|zhàn
謚	shì	shì|xì|yì
講	jiǎng	jiǎng
謜	yuán	quán|yuán
謝	xiè	xie|xiè
謞	hè	hè|xiāo
謟	tāo	tāo
謠	yáo	yáo
謡	yáo	yáo
謢	lū	lū
謣	yú	xū|yú
謤	biāo	biāo|piāo
謥	còng	còng
謦	qìng	qìng|qǐng
謧	lí	lí
謨	mó	mó
謩	mó	mó
謪	shāng	shāng
謫	zhé	zhé|zé
謬	miù	miù
謭	jiǎn	jiǎn
謮	zé	zé
謯	jiē	jiē|zhā|zhǎ|zǔ
謰	lián	lián
謱	lóu	lóu|lǚ
謲	càn	chěn|càn|sān|zào
謳	ōu	xú|ōu
謴	gùn	gùn
謵	xí	chè|xí
謶	zhuó	shù|zhuó|zhē
謷	áo	ào|áo
謸	áo	áo
謹	jǐn	jǐn
謺	zhé	zhé
謻	yí	chí|yí
謼	hū	hū|xiāo
謽	jiàng	jiàng
謾	mán	màn|mán
謿	cháo	cháo
譀	hàn	hàn|xiàn
譁	huá	huá|wà
譂	chǎn	chǎn|dàn
譃	xū	xū
譄	zēng	zēng
譅	sè	sè
譆	xī	xī
譇	zhā	zhā
譈	duì	duì
證	zhèng	zhèng
譊	náo	náo|xiāo
譋	lán	lán
譌	é	guǐ|wá|é
譍	yīng	yìng|yīng
譎	jué	jué
譏	jī	jī
譐	zǔn	zǔn
譑	jiǎo	jiǎo|qiào
譒	bò	bò
譓	huì	huì
譔	zhuàn	quán|zhuàn
譕	wú	mó|wú
譖	zèn	jiàn|zèn
譗	zhá	zhá
識	shí	shi|shì|shí|zhì
譙	qiào	qiào|qiáo
譚	tán	tán
譛	zèn	zèn
譜	pǔ	pǔ
譝	shéng	shéng
譞	xuān	xuān
譟	zào	zào
譠	tán	tán
譡	dǎng	dǎng
譢	suì	suì
譣	xiǎn	xiǎn
譤	jī	jī
譥	jiào	jiào
警	jǐng	jǐng
譧	zhàn	lián|zhàn
譨	náng	náng|nóu
譩	yī	yī
譪	ǎi	ǎi
譫	zhān	zhān
譬	pì	pì
譭	huǐ	huǐ
譮	huà	huà|huì|xiè
譯	yì	yì
議	yì	yì
譱	shàn	shàn
譲	ràng	ràng
譳	nòu	nòu
譴	qiǎn	qiǎn
譵	duì	duì
譶	tà	tà
護	hù	hù
譸	zhōu	chóu|zhōu
譹	háo	háo
譺	ài	nǐ|yì|yí|yǐ|ài
譻	yīng	yīng
譼	jiàn	jiàn
譽	yù	yù
譾	jiǎn	jiǎn
譿	huì	huì
讀	dú	dòu|dú
讁	zhé	zhé
