# form	reading	naive	authority	note
掌相	zhǎng xiàng	zhǎng xiāng	cc-cedict	palmistry/features of a palm (in palmistry)
排行	pái háng	pái xíng	cc-cedict	to rank/ranking/seniority (among siblings)
掖垣	yè yuán	yē yuán	cc-cedict	sidewalls of a palace
掖庭	yè tíng	yē tíng	cc-cedict	Lateral Courts in the imperial palace (housing concubines and administrative offices)
掖門	yè mén	yē mén	cc-cedict	small side door of a palace
掙得	zhèng dé	zhēng dé	cc-cedict	to earn (income)/to make (money)
掙扎	zhēng zhá	zhēng zhā	cc-cedict	to struggle
掙揣	zhèng chuài	zhēng chuāi	cc-cedict	see 掙扎|挣扎[zheng1 zha2]
掙脫	zhèng tuō	zhēng tuō	cc-cedict	to throw off/to struggle free of/Taiwan pr. [zheng1 tuo1]
掙錢	zhèng qián	zhēng qián	cc-cedict	to make money
接地	jiē dì	jiē de	cc-cedict	earth (electric connection)/to earth
接應	jiē yìng	jiē yīng	cc-cedict	to provide support/to come to the rescue
接種	jiē zhòng	jiē zhǒng	cc-cedict	to be vaccinated/to be inoculated
接著	jiē zhe	jiē zhù	cc-cedict	to catch and hold on/to continue/to go on to do sth/to follow/to carry on/then/after that/subsequently/to proceed/to ens
推倒	tuī dǎo	tuī dào	cc-cedict	to push over/to overthrow
推度	tuī duó	tuī dù	cc-cedict	to infer; to guess
掩卷	yǎn juàn	yǎn juǎn	cc-cedict	(literary) to close the book (after a reading session)
提掖	tí yè	tí yē	cc-cedict	to recommend sb for a promotion/to guide and support sb
插曲	chā qǔ	chā qū	cc-cedict	music played during a movie, play etc/incidental music/music played in a theatrical interlude/(fig.) incident/episode
揚長	yáng cháng	yáng zhǎng	cc-cedict	with swagger/ostentatiously/to make the best use of one's strengths
換帖	huàn tiě	huàn tiē	cc-cedict	to exchange cards containing personal details (when taking an oath of fraternity)
換行	huàn háng	huàn xíng	cc-cedict	to wrap (text)/line feed (computing)
握爪	wò zhuǎ	wò zhǎo	cc-cedict	(humorous) to shake hands
揣度	chuǎi duó	chuāi dù	cc-cedict	to estimate/to surmise/to appraise
揣想	chuǎi xiǎng	chuāi xiǎng	cc-cedict	to conjecture
揣摩	chuǎi mó	chuāi mó	cc-cedict	to analyze/to try to figure out/to try to fathom
揣測	chuǎi cè	chuāi cè	cc-cedict	to guess/to conjecture
揭載	jiē zǎi	jiē zài	cc-cedict	to publish
援藏	yuán zàng	yuán cáng	cc-cedict	pro-Tibet/to support Tibet/to support Tibetan independence
搖晃	yáo huàng	yáo huǎng	cc-cedict	to rock; to shake; to sway
搪塞	táng sè	táng sāi	cc-cedict	to muddle through/to fob sb off/to beat around the bush/to dodge
搭擋	dā dàng	dā dǎng	cc-cedict	variant of 搭檔|搭档[da1 dang4]
搭當	dā dàng	dā dāng	cc-cedict	variant of 搭檔|搭档[da1 dang4]
搶風	qiāng fēng	qiǎng fēng	cc-cedict	against the headwind
摒擋	bìng dàng	bìng dǎng	cc-cedict	(literary) to put in order; to arrange/cuisine
摔倒	shuāi dǎo	shuāi dào	cc-cedict	to fall down/to slip and fall/to throw sb to the ground
摟錢	lōu qián	lǒu qián	cc-cedict	(coll.) to grab money/to rake in money
摩挲	mó suō	mó sā	cc-cedict	to stroke; to caress
摩的	mó dī	mó de	cc-cedict	motorcycle taxi/abbr. for 摩托車的士|摩托车的士[mo2 tuo1 che1 di1 shi4]
摸吧	mō bā	mō ba	cc-cedict	touch bar (hostess bar that allows physical contact)
摻假	chān jiǎ	càn jiǎ	cc-cedict	to mix in fake material/to adulterate
摻和	chān huo	càn hé	cc-cedict	to mix; to put together/to interfere in; to get involved in
摻水	chān shuǐ	càn shuǐ	cc-cedict	to dilute/to water down/watered down
撂倒	liào dǎo	liào dào	cc-cedict	to knock down/to mow down
撂地	liào dì	liào de	cc-cedict	(of folk artists) to give a performance at a temple fair or on the street etc
撇嘴	piě zuǐ	piē zuǐ	cc-cedict	to curl one's lip/to twitch one's mouth
撇條	piě tiáo	piē tiáo	cc-cedict	(slang) to go to the toilet
撇步	piě bù	piē bù	cc-cedict	(Tw) trick (of the trade); clever move (from Taiwanese, Tai-lo pr. [phiat-pōo])
撇號	piě hào	piē hào	cc-cedict	apostrophe
撒播	sǎ bō	sā bō	cc-cedict	to sow (seeds by scattering)/scatter sowing
撒種	sǎ zhǒng	sā zhǒng	cc-cedict	to sow seeds
撞倒	zhuàng dǎo	zhuàng dào	cc-cedict	to knock down/to knock over/to run over (sb)
撣邦	shàn bāng	dǎn bāng	cc-cedict	Shan state of east Myanmar (Burma)
撥空	bō kòng	bō kōng	cc-cedict	to make time
撩亂	liáo luàn	liāo luàn	cc-cedict	variant of 繚亂|缭乱[liao2 luan4]
撩人	liáo rén	liāo rén	cc-cedict	to attract/to titillate
撩動	liáo dòng	liāo dòng	cc-cedict	to stir up/to provoke
撩妹	liáo mèi	liāo mèi	cc-cedict	(coll.) to flirt; to hit on girls
撩惹	liáo rě	liāo rě	cc-cedict	to provoke/to tease
撩撥	liáo bō	liāo bō	cc-cedict	to provoke/to tease
撩逗	liáo dòu	liāo dòu	cc-cedict	to provoke/to tease
撩騷	liáo sāo	liāo sāo	cc-cedict	to flirt
撫綏	fǔ suí	fǔ suī	cc-cedict	to appease/to pacify
播撒	bō sǎ	bō sā	cc-cedict	to sow (seeds)/to scatter
播種	bō zhòng	bō zhǒng	cc-cedict	to grow (maize etc) from seed/to plant (maize etc) by sowing seed
撲倒	pū dǎo	pū dào	cc-cedict	to fall down
撲棱	pū lēng	pū léng	cc-cedict	(onom.) fluttering or flapping of wings
擁塞	yōng sè	yōng sāi	cc-cedict	to be clogged up/to be congested (traffic, computer network etc)
擂臺	lèi tái	léi tái	cc-cedict	elevated stage on which martial competitions or duels were held/arena/ring
擅長	shàn cháng	shàn zhǎng	cc-cedict	to be good at; to be expert in
擇刺	zhái cì	zé cì	cc-cedict	to pick out the bones in a fish
擇菜	zhái cài	zé cài	cc-cedict	to pick the edible part of vegetables
擊中	jī zhòng	jī zhōng	cc-cedict	to hit (a target); to strike
擊倒	jī dǎo	jī dào	cc-cedict	to knock down/knocked down
擔子	dàn zi	dān zǐ	cc-cedict	carrying pole and the loads on it/burden/task/responsibility/CL:副[fu4]
擔懮	dān yōu	dān yǒu	cc-cedict	worry/anxiety
擔荷	dān hè	dān hé	cc-cedict	to shoulder a burden
擦乾	cā gān	cā qián	cc-cedict	to wipe dry
擰巴	nǐng ba	níng bā	cc-cedict	(dialect) awkward; uncomfortable/(dialect) obstinate; contrary; argumentative
擰開	nǐng kāi	níng kāi	cc-cedict	to unscrew/to twist off (a lid)/to turn on (a faucet)/to switch on (by turning a knob)/to turn (a door handle)/to wrench
擲筊	zhì jiǎo	zhì xiáo	cc-cedict	(folk religion) to divine by casting moon blocks 筊杯[jiao3 bei1], with the positions of the blocks determining the divine
擲色	zhì shǎi	zhì sè	cc-cedict	to throw the dice
擲還	zhì huán	zhì hái	cc-cedict	please return (an item sent in the mail)
擺晃	bǎi huàng	bǎi huǎng	cc-cedict	to swing/to sway
擼串	lū chuàn	lǔ chuàn	cc-cedict	(coll.) to eat grilled skewers
擼管	lū guǎn	lǔ guǎn	cc-cedict	(slang) to masturbate
擼貓	lū māo	lǔ māo	cc-cedict	(slang) to pet a cat
擼鐵	lū tiě	lǔ tiě	cc-cedict	(coll.) to pump iron/to work out
攀供	pān gòng	pān gōng	cc-cedict	to implicate others, without foundation, in confessing one's own crime
攘場	rǎng cháng	rǎng chǎng	cc-cedict	to spread harvested grain over an area
攘辟	rǎng bì	rǎng pì	cc-cedict	to stand off/to make way
攙和	chān huo	chān hé	cc-cedict	to mix/to mingle/to interfere/to meddle
攢簇	cuán cù	zǎn cù	cc-cedict	to gather closely together
攢聚	cuán jù	zǎn jù	cc-cedict	to gather/to assemble
攢集	cuán jí	zǎn jí	cc-cedict	to gather/to assemble
攤兒	tān r	tān ér	cc-cedict	erhua variant of 攤|摊[tan1]
攪和	jiǎo huo	jiǎo hé	cc-cedict	to mix; to blend/(fig.) to spoil; to mess up things/(fig.) to run around with (sb); to get involved with; to mix (with o
支差	zhī chāi	zhī chà	cc-cedict	to assign corvée duties (forced labor)
支應	zhī yìng	zhī yīng	cc-cedict	to deal with/to wait on/to provide for
支行	zhī háng	zhī xíng	cc-cedict	subbranch of a bank
收假	shōu jià	shōu jiǎ	cc-cedict	(of holidays) to come to an end/end of a vacation
收地	shōu dì	shōu de	cc-cedict	to confiscate land for redistribution (China, 1947-52)/(of a government) to acquire land (with compensation)
改為	gǎi wéi	gǎi wèi	cc-cedict	to change into
改行	gǎi háng	gǎi xíng	cc-cedict	to change profession
放倒	fàng dǎo	fàng dào	cc-cedict	to knock over; to knock down; to lay flat; to fell; to bring down
放假	fàng jià	fàng jiǎ	cc-cedict	to have a holiday or vacation
放血	fàng xiě	fàng xuè	cc-cedict	(TCM) to practice bloodletting/(medicine) to perform phlebotomy/(coll.) to make sb bleed; to inflict grievous wounds/(fi
放還	fàng huán	fàng hái	cc-cedict	to release (a hostage)/to put back in place
故地	gù dì	gù de	cc-cedict	once familiar places/former haunts
故都	gù dū	gù dōu	cc-cedict	former capital/ancient capital
效應	xiào yìng	xiào yīng	cc-cedict	effect (scientific phenomenon)
救難	jiù nàn	jiù nán	cc-cedict	to rescue/rescue (operation, workers)
教壞	jiāo huài	jiào huài	cc-cedict	to misguide/to corrupt (sb)
教學	jiāo xué	jiào xué	cc-cedict	to teach
教授	jiāo shòu	jiào shòu	cc-cedict	to teach (a subject)
教書	jiāo shū	jiào shū	cc-cedict	to work as a teacher; to teach (in a school)
教會	jiāo huì	jiào huì	cc-cedict	to show/to teach
教課	jiāo kè	jiào kè	cc-cedict	to teach class/to lecture
敢為	gǎn wéi	gǎn wèi	cc-cedict	to dare to do
散亂	sǎn luàn	sàn luàn	cc-cedict	in disorder/messy/Taiwan pr. [san4 luan4]
散件	sǎn jiàn	sàn jiàn	cc-cedict	spare parts/odds and ends
散光	sǎn guāng	sàn guāng	cc-cedict	astigmatism
散兵	sǎn bīng	sàn bīng	cc-cedict	loose and disorganized soldiers/stragglers/fig. a loner
散列	sǎn liè	sàn liè	cc-cedict	to hash/hashing (computing)
散劑	sǎn jì	sàn jì	cc-cedict	powder medicine
散匪	sǎn fěi	sàn fěi	cc-cedict	scattered bandits
散客	sǎn kè	sàn kè	cc-cedict	FIT (free independent traveler); individual traveler (as opposed to one who travels with a group)
散射	sǎn shè	sàn shè	cc-cedict	(physics) to scatter
散居	sǎn jū	sàn jū	cc-cedict	(of a group of people) to live scattered over an area
散工	sǎn gōng	sàn gōng	cc-cedict	day labor/piece-time work
散座	sǎn zuò	sàn zuò	cc-cedict	single seat (in theater)/irregular passenger (in rickshaw)
散彈	sǎn dàn	sàn dàn	cc-cedict	shot (for a shotgun); canister shot
散戶	sǎn hù	sàn hù	cc-cedict	individual (shareholder)/the small investor
散打	sǎn dǎ	sàn dǎ	cc-cedict	mixed martial arts
散文	sǎn wén	sàn wén	cc-cedict	(broadly) prose (as opposed to verse)/(more narrowly) free-form literary prose, such as essays, sketches and reflections
散景	sǎn jǐng	sàn jǐng	cc-cedict	bokeh (photography)
散曲	sǎn qǔ	sàn qū	cc-cedict	verse or song form from Yuan, Ming and Qing
散板	sǎn bǎn	sàn bǎn	cc-cedict	to fall apart/opera section in free rhythm
散架	sǎn jià	sàn jià	cc-cedict	to fall apart/exhaustion
散沙	sǎn shā	sàn shā	cc-cedict	scattered sand/fig. lacking in cohesion or organization
散漫	sǎn màn	sàn màn	cc-cedict	undisciplined/unorganized
散白	sǎn bái	sàn bái	cc-cedict	bulk baijiu (i.e. clear Chinese liquor) (abbr. for 散裝白酒|散装白酒[san3 zhuang1 bai2 jiu3])
散盡	sàn jìn	sàn jǐn	cc-cedict	to be totally dispersed (crowd)
散碎	sǎn suì	sàn suì	cc-cedict	in fragments
散粉	sǎn fěn	sàn fěn	cc-cedict	loose powder (makeup)
散職	sǎn zhí	sàn zhí	cc-cedict	sinecure
散落	sǎn luò	sàn luò	cc-cedict	to lie scattered (over an area)/Taiwan pr. [san4 luo4]
散裝	sǎn zhuāng	sàn zhuāng	cc-cedict	loose goods/goods sold open/draft (of beer, as opposed to bottled)
散見	sǎn jiàn	sàn jiàn	cc-cedict	seen periodically
散記	sǎn jì	sàn jì	cc-cedict	random jottings/travel notes
散話	sǎn huà	sàn huà	cc-cedict	digression
散誕	sǎn dàn	sàn dàn	cc-cedict	free and unfettered
散錢	sǎn qián	sàn qián	cc-cedict	small sum of money/loose change/Cantonese equivalent of 零錢|零钱[ling2 qian2]
散養	sǎn yǎng	sàn yǎng	cc-cedict	free-range raising (of poultry, cattle etc)
散餌	sǎn ěr	sàn ěr	cc-cedict	groundbait
散體	sǎn tǐ	sàn tǐ	cc-cedict	free prose style
整地	zhěng dì	zhěng de	cc-cedict	to prepare the soil (agriculture)
敵地	dí dì	dí de	cc-cedict	enemy territory
敵將	dí jiàng	dí jiāng	cc-cedict	enemy general; the opposing side's commander
數九	shǔ jiǔ	shù jiǔ	cc-cedict	nine periods of nine days each after winter solstice, the coldest time of the year
數伏	shǔ fú	shù fú	cc-cedict	to mark the start of the hottest period of the year, known as 三伏天[san1 fu2 tian1]
數出	shǔ chū	shù chū	cc-cedict	to count out (a sum of money etc)
數念	shǔ niàn	shù niàn	cc-cedict	to enumerate one by one
數數	shǔ shù	shù shù	cc-cedict	to count/to reckon
數清	shǔ qīng	shù qīng	cc-cedict	to count/to enumerate exactly
數秒	shǔ miǎo	shù miǎo	cc-cedict	to count the number of seconds (between two events)
數點	shǔ diǎn	shù diǎn	cc-cedict	to count/to itemize
文蛤	wén gé	wén há	cc-cedict	clam/bivalve mollusk, many spp.
斗內	dǒu nèi	dòu nèi	cc-cedict	(Tw) (neologism) (Internet slang) to send money to a live streamer (to get a specific response or just to sponsor) (loan
斗六	dǒu liù	dòu liù	cc-cedict	Douliu or Touliu city in Yunlin county 雲林縣|云林县[Yun2 lin2 xian4], Taiwan
斗大	dǒu dà	dòu dà	cc-cedict	huge
斗室	dǒu shì	dòu shì	cc-cedict	very small room; tiny, cramped space
斗拱	dǒu gǒng	dòu gǒng	cc-cedict	dougong – an interlocking wooden bracket system between the top of a column and a crossbeam, used in traditional Chinese
斗柄	dǒu bǐng	dòu bǐng	cc-cedict	handle of the Big Dipper
斗牛	dǒu niú	dòu niú	cc-cedict	Big Dipper and Altair (astronomy)
斗笠	dǒu lì	dòu lì	cc-cedict	conical bamboo hat
斗筲	dǒu shāo	dòu shāo	cc-cedict	an ancient bamboo container/narrow-mindedness
斗篷	dǒu peng	dòu péng	cc-cedict	cloak/mantle
斗膽	dǒu dǎn	dòu dǎn	cc-cedict	(courteous) to be so bold as to
斗車	dǒu chē	dòu chē	cc-cedict	hopper car/wheelbarrow
斗門	dǒu mén	dòu mén	cc-cedict	see 斗門區|斗门区[Dou3 men2 Qu1]
料中	liào zhòng	liào zhōng	cc-cedict	to suppose correctly
料度	liào duó	liào dù	cc-cedict	to estimate; to assess
料斗	liào dǒu	liào dòu	cc-cedict	cattle feeder/hopper (wicker basket)
斤斗	jīn dǒu	jīn dòu	cc-cedict	variant of 筋斗[jin1 dou3]
新正	xīn zhēng	xīn zhèng	cc-cedict	see 正月[Zheng1 yue4]
新興	xīn xīng	xīn xìng	cc-cedict	see 新興縣|新兴县[Xin1 xing1 Xian4]/see 新興區|新兴区[Xin1 xing1 Qu1]
新興	xīn xīng	xīn xìng	cc-cedict	(of markets, industries, infectious diseases etc) rising/emerging/in the ascendant
新都	xīn dū	xīn dōu	cc-cedict	see 新都區|新都区[Xin1 du1 Qu1]
斷行	duàn háng	duàn xíng	cc-cedict	line break (computing)
方差	fāng chā	fāng chà	cc-cedict	variance (statistics)
旄倪	mào ní	máo ní	cc-cedict	variant of 耄倪[mao4 ni2]
旄期	mào qī	máo qī	cc-cedict	variant of 耄期[mao4 qi1]
旅舍	lǚ shè	lǚ shě	cc-cedict	inn; small hotel; hostel
旋子	xuàn zi	xuán zǐ	cc-cedict	whirlwind somersault (in gymnastics or martial arts)
旋風	xuàn fēng	xuán fēng	cc-cedict	whirlwind/tornado
日沒	rì mò	rì méi	cc-cedict	sunset/sundown
旦角	dàn jué	dàn jiǎo	cc-cedict	dan, female roles in Chinese opera (traditionally played by specialized male actors)
昌都	chāng dū	chāng dōu	cc-cedict	see 昌都市[Chang1 du1 Shi4]
明了	míng liǎo	míng le	cc-cedict	to understand clearly/to be clear about/plain/clear/also written 明瞭|明了[ming2 liao3]
明兒	míng r	míng ér	cc-cedict	(coll.) tomorrow/one of these days/some day
明朝	míng zhāo	míng cháo	cc-cedict	tomorrow morning/the following morning
明瞭	míng liǎo	míng liào	cc-cedict	to understand clearly/to be clear about/plain/clear
昏倒	hūn dǎo	hūn dào	cc-cedict	to faint
易傳	yì zhuàn	yì chuán	cc-cedict	Yi Zhuan, commentary on the "Book of Changes" or "I Ching" 易經|易经[Yi4 jing1]
星宿	xīng xiù	xīng sù	cc-cedict	constellation (arch., now 星座)/one of the 28 constellations of traditional Chinese astronomy and astrology/motion of star
星斗	xīng dǒu	xīng dòu	cc-cedict	stars
星相	xīng xiàng	xīng xiāng	cc-cedict	astrology and physiognomy
春假	chūn jià	chūn jiǎ	cc-cedict	spring break
昧沒	mèi mò	mèi méi	cc-cedict	veiled/obscure
昨兒	zuó r	zuó ér	cc-cedict	(coll.) yesterday
時差	shí chā	shí chà	cc-cedict	time difference/time lag/jet lag
時綏	shí suí	shí suī	cc-cedict	peace all year round (old letter closing)
時興	shí xīng	shí xìng	cc-cedict	fashionable/popular
時長	shí cháng	shí zhǎng	cc-cedict	duration
晃動	huàng dòng	huǎng dòng	cc-cedict	to shake; to sway; to rock
晾乾	liàng gān	liàng qián	cc-cedict	to dry (sth) by airing
暈倒	yūn dǎo	yūn dào	cc-cedict	to faint/to swoon/to black out/to become unconscious
暈場	yùn chǎng	yūn chǎng	cc-cedict	to faint from stress (during exam, on stage etc)
暈染	yùn rǎn	yūn rǎn	cc-cedict	to smudge (become smeared)/to smudge (create a blurred effect)/shading (wash painting technique)
暈機	yùn jī	yūn jī	cc-cedict	to become airsick
暈池	yùn chí	yūn chí	cc-cedict	to faint in the bathroom (from heat)
暈船	yùn chuán	yūn chuán	cc-cedict	to become seasick
暈血	yùn xuè	yūn xuè	cc-cedict	to feel sick when seeing blood
暈車	yùn chē	yūn chē	cc-cedict	to be carsick
暈針	yùn zhēn	yūn zhēn	cc-cedict	to faint during acupuncture or injection
暑假	shǔ jià	shǔ jiǎ	cc-cedict	summer vacation/CL:個|个[ge4]
暖和	nuǎn huo	nuǎn hé	cc-cedict	warm/nice and warm
暗地	àn dì	àn de	cc-cedict	secretly; inwardly; on the sly
曝光	bào guāng	pù guāng	cc-cedict	to expose (photography)/(fig.) to expose (a scandal)/(advertising) exposure/Taiwan pr. [pu4 guang1]
曠地	kuàng dì	kuàng de	cc-cedict	open space/open field
曬乾	shài gān	shài qián	cc-cedict	to dry in the sun
曲周	qǔ zhōu	qū zhōu	cc-cedict	see 曲周縣|曲周县[Qu3 zhou1 Xian4]
曲子	qǔ zi	qū zǐ	cc-cedict	poem for singing/tune/music/CL:支[zhi1]
曲水	qǔ shuǐ	qū shuǐ	cc-cedict	see 曲水縣|曲水县[Qu3 shui3 Xian4]
曲江	qǔ jiāng	qū jiāng	cc-cedict	see 曲江區|曲江区[Qu3 jiang1 Qu1]
曲沃	qǔ wò	qū wò	cc-cedict	see 曲沃縣|曲沃县[Qu3 wo4 Xian4]
曲目	qǔ mù	qū mù	cc-cedict	repertoire/program/song/piece of music
曲藝	qǔ yì	qū yì	cc-cedict	folk musical theater
曲調	qǔ diào	qū diào	cc-cedict	tune/melody
曲陽	qǔ yáng	qū yáng	cc-cedict	see 曲陽縣|曲阳县[Qu3 yang2 Xian4]
曲靖	qǔ jìng	qū jìng	cc-cedict	see 曲靖市[Qu3 jing4 Shi4]
曲風	qǔ fēng	qū fēng	cc-cedict	music style; music genre
